Date,Year,Month,Day of Week,Season,Temperature (°C),Climate Type,Humidity (%),Wind Speed (km/h),Rainfall (mm),Holiday,Population Density (people/sq.km),Industrial Activity Index,Residential-Commercial Power Ratio (%),Air Quality Index (AQI),Solar Radiation (W/m²),Power Consumption (MW)
3/12/15 2:31,2015,3,Thursday,Summer,13.3,Clear,29.2,13.7,28.3,No,18616,81.3,80.3,352.9,710.5,3538.9
3/13/15 2:31,2015,3,Friday,Summer,41.4,Clear,51.1,38.5,119.6,No,28562.8,60.4,71.1,312,150.6,4212
3/14/15 2:31,2015,3,Saturday,Summer,41.5,Cloudy,23,36.4,123.8,No,16713.7,96.6,60.3,469.7,774.6,3958.2
3/15/15 2:31,2015,3,Sunday,Summer,32.2,Clear,93.4,25.2,6.7,No,25210.9,97.9,82.7,331.6,674.3,5004
3/16/15 2:31,2015,3,Monday,Summer,21.9,Clear,73.8,23.2,79.4,No,29020,35.5,86.1,459.9,372.2,3971
3/17/15 2:31,2015,3,Tuesday,Summer,22.2,Rainy,99.3,14.8,116.8,No,22919.6,98.9,65.2,52.4,838.1,4223.5
3/18/15 2:31,2015,3,Wednesday,Summer,35.4,Clear,90.6,0.7,147.6,Yes,23551.3,95.7,60.9,450.8,849.2,4424.1
3/19/15 2:31,2015,3,Thursday,Summer,41.4,Rainy,57.8,5.1,63.2,No,12057.7,64,64.9,374.7,939,5230.1
3/20/15 2:31,2015,3,Friday,Summer,41,Clear,61.6,30.2,96.8,No,19484.4,33.3,86.9,127.5,476.5,4580.9
3/21/15 2:31,2015,3,Saturday,Summer,37.3,Cloudy,35.2,18.9,162.8,Yes,27735.1,75.3,68.9,168.4,596.1,3526
3/22/15 2:31,2015,3,Sunday,Summer,32.5,Clear,57,6,190.8,No,14818.2,27.1,67,294.3,915.4,4119.4
3/23/15 2:31,2015,3,Monday,Summer,12.9,Clear,92.2,10.6,46.1,No,25767.3,63,60.4,106.2,385.1,4128.2
3/24/15 2:31,2015,3,Tuesday,Summer,15.7,Clear,24.1,37.9,50.6,No,23514.2,2.5,68.9,403.4,817,3012.2
3/25/15 2:31,2015,3,Wednesday,Summer,41.4,Rainy,89.1,14.7,188,No,14459.7,62.9,81.5,406,992.8,4729.8
3/26/15 2:31,2015,3,Thursday,Summer,31.2,Cloudy,47.3,36.3,79.2,No,15655.8,95.2,88.8,185.4,686.7,3912
3/27/15 2:31,2015,3,Friday,Summer,10.3,Clear,92,12.2,143.7,No,18551.2,23.5,69.4,81.4,985.3,3473.6
3/28/15 2:31,2015,3,Saturday,Summer,13.6,Rainy,95.3,21.7,122.5,No,12502.6,77.8,67.2,495,564.2,3583.4
3/29/15 2:31,2015,3,Sunday,Summer,33.2,Cloudy,73.7,0.8,57.1,No,28267.4,29.3,86.6,162.8,237.7,5095.9
3/30/15 2:31,2015,3,Monday,Summer,10.2,Rainy,73.2,20.9,130.7,No,24787.2,70.8,85.6,80.4,258,3169.3
3/31/15 2:31,2015,3,Tuesday,Summer,15.6,Rainy,56.2,25.5,131.1,Yes,17299.3,70,69.8,198.5,758.2,2678.5
4/1/15 2:31,2015,4,Wednesday,Summer,29.2,Cloudy,86.8,9.4,118.5,No,15993.3,18.5,62.1,486.1,100.8,4548.8
4/2/15 2:31,2015,4,Thursday,Summer,34.2,Clear,96.9,23.2,19.9,No,23791.6,59.7,89.8,406.8,695.7,5117.3
4/3/15 2:31,2015,4,Friday,Summer,32.8,Rainy,82,25.9,199,No,18484.4,85.9,80.4,266.1,236.1,3948.1
4/4/15 2:31,2015,4,Saturday,Summer,17.8,Rainy,69.8,27.5,80.1,No,14586.7,38.3,87.8,187.4,985.9,3640.1
4/5/15 2:31,2015,4,Sunday,Summer,34.9,Clear,68.5,31.1,127.7,No,18603,71,70.3,240.5,246.8,4172.4
4/6/15 2:31,2015,4,Monday,Summer,18.3,Clear,88,12.5,177.2,No,27425.9,67.4,79.4,57.8,597.2,3659.9
4/7/15 2:31,2015,4,Tuesday,Summer,21.4,Cloudy,63.3,22.7,84.7,No,11372.1,25.8,80.2,373.3,702.5,3824.9
4/8/15 2:31,2015,4,Wednesday,Summer,36.1,Cloudy,84.3,39.3,154.8,Yes,17367.2,91.9,86.2,94.8,837.5,3590.3
4/9/15 2:31,2015,4,Thursday,Summer,32.7,Cloudy,60.7,35.9,194.4,Yes,29246.8,56.4,89.8,283.6,513.3,3053.6
4/10/15 2:31,2015,4,Friday,Summer,39.7,Clear,25,38.1,71.8,No,10296.6,35.5,63.3,304.6,940.4,4115
4/11/15 2:31,2015,4,Saturday,Summer,33,Rainy,50.7,15.4,81.1,No,27812.8,16.4,78.9,50.8,532.2,4443.8
4/12/15 2:31,2015,4,Sunday,Summer,29.9,Rainy,55.6,31.5,181.1,No,17496.7,47.3,70.1,490.9,326.9,3515
4/13/15 2:31,2015,4,Monday,Summer,13.3,Cloudy,31.3,24.8,31.9,No,13790.4,73,84.3,186,633.7,3321.7
4/14/15 2:31,2015,4,Tuesday,Summer,22.9,Clear,28.2,3.3,5.7,No,10299.6,62.4,82.6,84.8,692.2,4330.7
4/15/15 2:31,2015,4,Wednesday,Summer,19.3,Rainy,62.8,33,181.8,No,11410.5,72.7,86.8,434.5,556.7,3024.4
4/16/15 2:31,2015,4,Thursday,Summer,18.5,Cloudy,26.8,27.1,164.3,No,13436.9,79.2,70.3,118.4,759.9,2831.8
4/17/15 2:31,2015,4,Friday,Summer,44.1,Rainy,44.2,8,194.5,No,10508.2,44.1,65.5,61.2,478.6,4513.4
4/18/15 2:31,2015,4,Saturday,Summer,23.8,Rainy,79.6,3.2,11.6,No,16717,52,60.7,272.6,103.9,4861.6
4/19/15 2:31,2015,4,Sunday,Summer,41.2,Clear,97.2,33.5,31.2,No,10897.9,98.6,67.7,108.5,338.1,5206.8
4/20/15 2:31,2015,4,Monday,Summer,32.1,Clear,77.4,3.2,21.1,No,23844.3,96.8,71,492.1,951.3,5210.4
4/21/15 2:31,2015,4,Tuesday,Summer,37.8,Rainy,99.4,3.7,136.7,No,26378.1,41.5,88.4,54.7,786.9,5128.5
4/22/15 2:31,2015,4,Wednesday,Summer,27.6,Cloudy,75.9,17.1,121.2,No,27749.3,68.5,74.7,73,270.6,4190.3
4/23/15 2:31,2015,4,Thursday,Summer,30.2,Clear,43.5,5.4,71.9,No,20982.6,26.8,76.7,425,160,4477.4
4/24/15 2:31,2015,4,Friday,Summer,27.2,Rainy,73.8,36.5,11.5,No,28930.2,15.3,86.4,157.9,415.7,4311.2
4/25/15 2:31,2015,4,Saturday,Summer,16.8,Clear,76.2,18.8,127.9,No,10112.9,76.8,86.6,460.2,852.7,3587.5
4/26/15 2:31,2015,4,Sunday,Summer,35.3,Clear,49.7,22.8,114,Yes,12680.4,43.6,75.8,190,195.4,3736.2
4/27/15 2:31,2015,4,Monday,Summer,19.8,Clear,21.4,37.1,22.6,No,15863.3,17.7,63.4,81.4,589,3350.1
4/28/15 2:31,2015,4,Tuesday,Summer,10.9,Rainy,76.3,21.2,181.8,No,25780.5,75.9,68.1,54.8,347.5,2972
4/29/15 2:31,2015,4,Wednesday,Summer,32.6,Cloudy,21.7,14.1,39.8,No,27707.8,91.5,73.7,177.2,753.6,4365.1
4/30/15 2:31,2015,4,Thursday,Summer,16.2,Cloudy,70.5,31.9,148.7,No,22362.7,93.3,82.5,263.2,100.4,3133.7
5/1/15 2:31,2015,5,Friday,Summer,42.9,Cloudy,33.1,17.7,177,No,17664.7,59.6,81.4,50.5,349.5,4237.3
5/2/15 2:31,2015,5,Saturday,Summer,43.4,Clear,65.2,12.7,115.9,No,23316.9,48,79.3,311.5,711.3,4987.6
5/3/15 2:31,2015,5,Sunday,Summer,42,Rainy,60.3,28.9,49.4,No,13618,14.2,86.4,200.1,592.1,4878.7
5/4/15 2:31,2015,5,Monday,Summer,23,Clear,21.1,32.1,61.8,No,19157.5,79.3,84.1,225.6,801,3408.1
5/5/15 2:31,2015,5,Tuesday,Summer,10.5,Cloudy,49,31.7,177.1,No,20150.9,94.5,89.5,167.6,241.9,2498.2
5/6/15 2:31,2015,5,Wednesday,Summer,42.5,Cloudy,68.1,39.1,59.7,No,12097.4,88.9,86.7,288.1,577.9,4725
5/7/15 2:31,2015,5,Thursday,Summer,25,Rainy,87.9,31.5,149.2,No,10677.5,75.2,65.9,153.6,276.2,3752.7
5/8/15 2:31,2015,5,Friday,Summer,43.8,Clear,91.1,30.8,198,No,25002.1,0.5,61.7,110.7,675.3,4496.4
5/9/15 2:31,2015,5,Saturday,Summer,43.7,Cloudy,58.7,34.3,200,No,20694.1,40.8,72.4,450.8,218.2,4087.6
5/10/15 2:31,2015,5,Sunday,Summer,39.9,Rainy,78.3,0,106.7,No,16644.8,41.1,78.5,225.7,233.8,5241.9
5/11/15 2:31,2015,5,Monday,Summer,20.3,Clear,45.3,14.5,165.3,Yes,18744.6,89.4,79.3,84.6,395.4,2851.9
5/12/15 2:31,2015,5,Tuesday,Summer,23.5,Clear,47.4,29.5,198,No,29154.1,6.6,68,153.6,461.7,3067.3
5/13/15 2:31,2015,5,Wednesday,Summer,39.8,Cloudy,35.6,24,74.9,No,17698.3,53.1,85.8,189.5,548.7,4490.6
5/14/15 2:31,2015,5,Thursday,Summer,21.1,Cloudy,65,7.1,50.5,No,12069.6,13.6,69.9,396.3,622.6,4309.7
5/15/15 2:31,2015,5,Friday,Summer,15.9,Clear,45.2,12.1,22.8,No,19272,66.2,87.6,60,521.9,3891
5/16/15 2:31,2015,5,Saturday,Summer,29.5,Clear,26.7,13.5,28.2,No,22961,79.2,74.1,265.2,141.1,4331.6
5/17/15 2:31,2015,5,Sunday,Summer,42.8,Cloudy,74.8,22.7,170.7,No,10242.3,64.2,60.3,233.5,409.1,4578.5
5/18/15 2:31,2015,5,Monday,Summer,34.4,Clear,76.6,33.3,117.7,No,16646.8,79.5,64.9,485.8,155.2,4230.3
5/19/15 2:31,2015,5,Tuesday,Summer,30,Cloudy,48.8,37.3,174.7,Yes,17870.3,60.7,63.1,131,206.3,2865.9
5/20/15 2:31,2015,5,Wednesday,Summer,13.4,Clear,26.1,30,157.9,No,19274.3,19,61.3,332.5,183.5,2541.9
5/21/15 2:31,2015,5,Thursday,Summer,31.5,Cloudy,54.1,33.7,134.7,No,16033.7,38.3,81.4,141,242.3,3769.2
5/22/15 2:31,2015,5,Friday,Summer,44.7,Rainy,55.4,18.8,121.9,No,23338.4,95.7,65.8,296.8,831.6,4801.1
5/23/15 2:31,2015,5,Saturday,Summer,14.9,Cloudy,73.5,15.6,9.7,No,28894.2,28.8,85.2,299.8,664.8,4119.9
5/24/15 2:31,2015,5,Sunday,Summer,28.1,Cloudy,45.2,15.7,174.5,No,28280,6.3,67.9,83.9,556.1,3673
5/25/15 2:31,2015,5,Monday,Summer,40.7,Rainy,74.6,24.6,83.6,No,23287.9,38.5,61,255.4,759,4870.8
5/26/15 2:31,2015,5,Tuesday,Summer,35.9,Clear,89.7,5,112,No,20137.7,36.6,84.6,257.5,965.1,5034.4
5/27/15 2:31,2015,5,Wednesday,Summer,34.4,Rainy,39,23.2,4.4,No,26516.3,47,74,193.6,475.9,4624.2
5/28/15 2:31,2015,5,Thursday,Summer,34.6,Cloudy,98.3,26.6,187.2,No,26718.7,56,78,174.7,430.7,4244.3
5/29/15 2:31,2015,5,Friday,Summer,22.6,Clear,50.9,17.6,180.5,No,26591.5,99.2,70.1,150.9,980,3384.3
5/30/15 2:31,2015,5,Saturday,Summer,20.3,Rainy,41.4,38.1,108.7,No,13156.9,75.6,61.4,52.7,794.2,3121.8
5/31/15 2:31,2015,5,Sunday,Summer,38.3,Clear,53.7,24.3,115.5,No,10508.6,3.6,71.1,50.8,799.4,4389.7
6/1/15 2:31,2015,6,Monday,Monsoon,38.4,Clear,27.6,8.8,141,No,29663.9,71.3,75.5,315.4,639.9,4312.2
6/2/15 2:31,2015,6,Tuesday,Monsoon,40.3,Rainy,30.1,19.2,52.9,No,29193.1,82.4,60.4,181.2,556.3,4669.9
6/3/15 2:31,2015,6,Wednesday,Monsoon,42,Clear,53.2,27,44.4,No,21287.6,89.6,77.2,125.5,595.5,4867.5
6/4/15 2:31,2015,6,Thursday,Monsoon,27.9,Rainy,81,12.9,134.8,No,29861.3,42.4,86.8,358.1,686.9,4271.9
6/5/15 2:31,2015,6,Friday,Monsoon,27.6,Cloudy,92,3.2,20.9,No,25410.9,31.4,66.5,288,439.2,5129.8
6/6/15 2:31,2015,6,Saturday,Monsoon,37.9,Clear,73.2,23.3,90.8,No,20347.6,83.9,87.8,461.7,804.1,4708.1
6/7/15 2:31,2015,6,Sunday,Monsoon,32.7,Cloudy,28.4,37.9,98.6,No,17786.6,77.8,62.9,424,918.3,3670.6
6/8/15 2:31,2015,6,Monday,Monsoon,34.6,Cloudy,73.8,19.4,76.3,No,21857.3,53.6,84.8,377,614.2,4696.7
6/9/15 2:31,2015,6,Tuesday,Monsoon,37.9,Clear,70.8,36.2,37.1,No,20316,11.8,85.2,107,443.3,4690.8
6/10/15 2:31,2015,6,Wednesday,Monsoon,41.2,Rainy,84.5,33.4,71.1,Yes,29876.1,65.2,67.7,349.7,726,4378.8
6/11/15 2:31,2015,6,Thursday,Monsoon,21.8,Clear,86,5.9,67.5,No,19809.2,6.6,88.7,362.3,263.9,4496.2
6/12/15 2:31,2015,6,Friday,Monsoon,23.1,Cloudy,89.5,28.3,99.9,No,26718.4,10,72.5,393.5,971.7,3986
6/13/15 2:31,2015,6,Saturday,Monsoon,13.3,Cloudy,53.1,17.4,134.9,No,26272.5,33.1,64.2,168.4,692.2,3172.7
6/14/15 2:31,2015,6,Sunday,Monsoon,30.2,Rainy,75.8,10,193.6,No,11428.1,37.1,77.8,338.1,160.8,4101.8
6/15/15 2:31,2015,6,Monday,Monsoon,11.3,Clear,41.5,27.5,28.8,No,11740.1,46.2,89.9,328.2,576.8,3283.8
6/16/15 2:31,2015,6,Tuesday,Monsoon,26.3,Cloudy,99.9,29.7,174.6,No,23196.2,33.9,87,223.4,775.3,3847.1
6/17/15 2:31,2015,6,Wednesday,Monsoon,29,Cloudy,34,7.2,56.8,No,15182.2,3.4,68.4,348.6,350.1,4361.8
6/18/15 2:31,2015,6,Thursday,Monsoon,20,Cloudy,20.8,36.6,118.3,No,23150.5,15.7,77.3,89,145.9,2886.6
6/19/15 2:31,2015,6,Friday,Monsoon,30.7,Rainy,31.9,30,109.3,Yes,12892.5,11.5,63.5,339.6,540.2,3205.4
6/20/15 2:31,2015,6,Saturday,Monsoon,11.1,Cloudy,82.1,37.3,111.4,No,17941.4,43.1,73.9,322.7,850.3,3070.4
6/21/15 2:31,2015,6,Sunday,Monsoon,11.3,Cloudy,55.7,12.7,144.7,No,12049.4,21.2,75.7,144.8,326.4,3145.8
6/22/15 2:31,2015,6,Monday,Monsoon,38.8,Clear,55.8,37.6,76.3,No,15641.9,29.4,69.5,418.2,745.3,4364.4
6/23/15 2:31,2015,6,Tuesday,Monsoon,22.6,Clear,96.4,14.7,63.8,No,11766,47.2,74.5,443.5,467,4480.4
6/24/15 2:31,2015,6,Wednesday,Monsoon,14.4,Cloudy,93.6,2.2,170.6,No,29411.6,23.6,87.6,144.7,153.7,3762.1
6/25/15 2:31,2015,6,Thursday,Monsoon,28.3,Cloudy,44.9,30.5,44,No,17901.2,24.6,75,84.2,373.6,4032.4
6/26/15 2:31,2015,6,Friday,Monsoon,36.9,Clear,36.7,28.1,36,No,28023.8,83.3,84.9,321.6,382.5,4471.7
6/27/15 2:31,2015,6,Saturday,Monsoon,17.6,Rainy,87.9,23.9,3.1,No,29423.4,54.8,69.5,266,914.2,4262.5
6/28/15 2:31,2015,6,Sunday,Monsoon,31.8,Rainy,92.5,19.6,42.1,No,28191.3,85.7,89.1,242.4,983.6,4912.4
6/29/15 2:31,2015,6,Monday,Monsoon,13,Rainy,63.3,1.3,103.7,No,19099.2,51.5,62.8,392.5,288.8,3738.4
6/30/15 2:31,2015,6,Tuesday,Monsoon,11.8,Rainy,70.4,25,107.7,No,25577.9,90.9,77.6,486.3,487.5,3255.8
7/1/15 2:31,2015,7,Wednesday,Monsoon,28.6,Rainy,40.6,16.7,50.9,No,13074,25.5,83.7,264.9,979,4247.5
7/2/15 2:31,2015,7,Thursday,Monsoon,28.9,Rainy,84.1,22.4,14.5,No,11896.7,61.7,84.4,52.8,466.5,4766.3
7/3/15 2:31,2015,7,Friday,Monsoon,32.3,Rainy,70.6,17.2,148.9,No,27538,50.3,65.9,318.3,414.3,4233.1
7/4/15 2:31,2015,7,Saturday,Monsoon,35.4,Rainy,60.3,38.6,151.6,Yes,10622.4,91.9,72,344.3,198.9,3342.7
7/5/15 2:31,2015,7,Sunday,Monsoon,44.2,Clear,24.8,24.2,199.6,No,29446.5,41.8,78.7,422.6,778,3974.7
7/6/15 2:31,2015,7,Monday,Monsoon,28.1,Rainy,93.3,30,180,No,23442.7,85.5,69.5,139.7,502.3,3836.9
7/7/15 2:31,2015,7,Tuesday,Monsoon,21.3,Rainy,69.2,37.5,185.2,No,18392.3,56.4,79.7,285.9,674.8,3082.4
7/8/15 2:31,2015,7,Wednesday,Monsoon,37.8,Rainy,35.4,23.7,159.6,No,12827.5,70.9,71.4,251.2,558.9,3974.2
7/9/15 2:31,2015,7,Thursday,Monsoon,19.5,Cloudy,68.5,0.5,123.1,No,24464.6,88.7,70.5,349,257.1,4033.9
7/10/15 2:31,2015,7,Friday,Monsoon,25.4,Clear,74.2,1.4,25.7,No,21262.2,99.7,63.2,78.8,258.7,4854.2
7/11/15 2:31,2015,7,Saturday,Monsoon,12.7,Clear,62.1,28.1,124.5,No,24222.5,73.1,61.2,447.8,945.8,3073.7
7/12/15 2:31,2015,7,Sunday,Monsoon,10.9,Clear,77.4,11.2,11.2,No,18358.4,31.5,85.1,280,900.6,4039.6
7/13/15 2:31,2015,7,Monday,Monsoon,43.7,Rainy,66.5,23.2,177.1,No,11325.2,29.9,74.7,444.7,649.6,4501
7/14/15 2:31,2015,7,Tuesday,Monsoon,39.3,Rainy,95.8,8.1,96.4,No,16299.4,30.9,76.9,203.1,101.1,5277.5
7/15/15 2:31,2015,7,Wednesday,Monsoon,34.4,Cloudy,24.3,10.8,139.5,No,16300.4,9.8,71.2,344.1,490,4047.2
7/16/15 2:31,2015,7,Thursday,Monsoon,24.3,Clear,28.5,20.2,10.4,No,10173.6,5.4,64.1,480.5,577.4,4044.7
7/17/15 2:31,2015,7,Friday,Monsoon,16.1,Rainy,33.9,39,106.8,No,10191.6,58.1,73.5,474.5,504.5,2827.5
7/18/15 2:31,2015,7,Saturday,Monsoon,15.5,Clear,75.2,24.7,60.3,No,16615.2,81.1,66.9,474.8,932.9,3731.6
7/19/15 2:31,2015,7,Sunday,Monsoon,18.8,Cloudy,71.6,37.4,57,No,24552.5,3.6,85.1,69.3,136.8,3620.5
7/20/15 2:31,2015,7,Monday,Monsoon,29.2,Cloudy,91.4,38.4,77.9,No,22480.9,56.7,89.6,231.4,689.4,4217.6
7/21/15 2:31,2015,7,Tuesday,Monsoon,35,Cloudy,78.6,8.3,0.1,No,14780.4,37.2,86.7,77.4,382.5,5369.7
7/22/15 2:31,2015,7,Wednesday,Monsoon,33.1,Clear,60.7,12.4,93.3,Yes,22055.3,89.2,75.8,189.3,603.5,4046.4
7/23/15 2:31,2015,7,Thursday,Monsoon,19.8,Rainy,99.3,30.8,97.3,No,22947.6,14.5,78.8,128.6,690.3,3880.8
7/24/15 2:31,2015,7,Friday,Monsoon,43.4,Rainy,41.3,34.7,172.6,No,20451.4,56.3,88.4,329.1,496.7,4027.4
7/25/15 2:31,2015,7,Saturday,Monsoon,35.8,Cloudy,86.7,20.8,89.7,No,20427.1,97.1,76.2,401.3,233.5,4794
7/26/15 2:31,2015,7,Sunday,Monsoon,29.4,Rainy,54.1,39.7,72.7,No,17395,34.5,79.2,281,567.1,3853.4
7/27/15 2:31,2015,7,Monday,Monsoon,31.4,Cloudy,71.9,0.5,198.9,No,12467.9,74.2,78.9,408,939.7,4285.5
7/28/15 2:31,2015,7,Tuesday,Monsoon,24.7,Clear,78.2,12,114.2,No,17709.7,88.2,81.2,55.8,582.3,4205.2
7/29/15 2:31,2015,7,Wednesday,Monsoon,18.7,Cloudy,70.7,24.9,94.5,No,16906.7,18.6,79.2,419.2,210.6,3669.4
7/30/15 2:31,2015,7,Thursday,Monsoon,22.5,Clear,31.2,18.8,99.2,No,21839.5,99.3,80.1,130.3,841.7,3564
7/31/15 2:31,2015,7,Friday,Monsoon,36.5,Cloudy,55.4,4.7,161.8,No,27125.2,80.9,81.8,257.4,299.6,4478.1
8/1/15 2:31,2015,8,Saturday,Monsoon,10.5,Rainy,64.9,14.7,68.1,No,17507.5,13.8,84.3,249.2,433.2,3539.4
8/2/15 2:31,2015,8,Sunday,Monsoon,14.1,Rainy,87.9,1,77.8,No,24194.7,31.1,72.1,442.9,485.9,4172.8
8/3/15 2:31,2015,8,Monday,Monsoon,11.6,Cloudy,55.5,25.7,151.2,No,26236.6,62.5,82.4,484.7,405.7,2865.4
8/4/15 2:31,2015,8,Tuesday,Monsoon,11.4,Rainy,93.5,35.7,14.6,No,14235,88.5,63,164.8,464,3719.1
8/5/15 2:31,2015,8,Wednesday,Monsoon,39.9,Rainy,55.2,35.4,173,No,28033,19.5,86.3,80.3,815.9,3976.3
8/6/15 2:31,2015,8,Thursday,Monsoon,34.6,Rainy,63.9,28,86,No,11408.9,73.1,68.7,342.7,301,4380.6
8/7/15 2:31,2015,8,Friday,Monsoon,26.6,Clear,83.7,18.6,116.3,No,28034.4,27.1,72.1,276.3,523.4,4212.9
8/8/15 2:31,2015,8,Saturday,Monsoon,13.4,Rainy,66.6,20.5,151.5,No,13272.7,80.5,84.1,304.6,118,3170.6
8/9/15 2:31,2015,8,Sunday,Monsoon,27.2,Clear,96.8,5.5,53.2,No,16743.4,68.3,79.1,70.8,556.9,4952.9
8/10/15 2:31,2015,8,Monday,Monsoon,26.6,Cloudy,72.8,13.6,178.1,No,22104.7,52.3,69.3,398.9,200.5,3893.7
8/11/15 2:31,2015,8,Tuesday,Monsoon,16.1,Rainy,61.8,7.5,195.8,No,28113.7,65,66.8,154.6,354,3291.9
8/12/15 2:31,2015,8,Wednesday,Monsoon,25.2,Rainy,21.9,32.8,98.9,Yes,15114,87.6,88.7,200.7,392.4,2826.9
8/13/15 2:31,2015,8,Thursday,Monsoon,23.9,Rainy,53.1,36.6,187.4,No,25271.5,38.6,62.6,152.8,174.1,3059.6
8/14/15 2:31,2015,8,Friday,Monsoon,31.6,Cloudy,43.9,21.5,0.2,No,24208.7,76.9,60.1,475.7,424.5,4586.5
8/15/15 2:31,2015,8,Saturday,Monsoon,32.2,Clear,79.8,29.1,178.8,No,13194.2,15.9,80.2,125.9,548.3,3933.4
8/16/15 2:31,2015,8,Sunday,Monsoon,11.6,Clear,36.7,4.9,62.2,No,19589.3,70.1,78.4,379.5,488,3537.7
8/17/15 2:31,2015,8,Monday,Monsoon,23.1,Rainy,36.4,24.3,62.3,Yes,19630.1,75.1,82.1,160.6,352.4,3221.4
8/18/15 2:31,2015,8,Tuesday,Monsoon,31.9,Cloudy,35.2,28.1,45.6,Yes,16092.2,44.3,81.9,241.2,365.4,3656.5
8/19/15 2:31,2015,8,Wednesday,Monsoon,27.6,Cloudy,30,18.1,63.4,No,25598.4,79.4,85.9,498.2,670.2,4001.8
8/20/15 2:31,2015,8,Thursday,Monsoon,40,Cloudy,44.9,9.7,42.7,Yes,28518.7,55.7,87.7,95.3,746.6,4539.6
8/21/15 2:31,2015,8,Friday,Monsoon,33.1,Cloudy,90.9,35.1,181.2,No,24331.4,93.6,83.3,446.6,618.9,3953.7
8/22/15 2:31,2015,8,Saturday,Monsoon,15.7,Cloudy,82,29.7,179.8,No,29459.1,11.2,67,475.7,978.6,3111.7
8/23/15 2:31,2015,8,Sunday,Monsoon,12.5,Clear,78.8,36,20.4,No,11009.4,13.1,73.9,364.2,950.4,3589.6
8/24/15 2:31,2015,8,Monday,Monsoon,32.5,Clear,83.8,32.7,28.6,No,10744.5,84.2,79.3,54.5,188.6,4664.5
8/25/15 2:31,2015,8,Tuesday,Monsoon,10.9,Clear,41.6,39.6,172.4,No,27877.2,84.2,76.2,419.4,335.2,2307.6
8/26/15 2:31,2015,8,Wednesday,Monsoon,30.5,Rainy,91,7.7,79.8,No,27956,47.1,64.8,447,881.6,4882.4
8/27/15 2:31,2015,8,Thursday,Monsoon,42.9,Cloudy,31,3.5,33.9,No,12142.4,96.4,77.7,491.4,126.7,5216.6
8/28/15 2:31,2015,8,Friday,Monsoon,30.1,Rainy,46.9,13.5,102.1,No,17148.9,67.9,86.6,427.7,633,4195.9
8/29/15 2:31,2015,8,Saturday,Monsoon,23.6,Cloudy,66.9,5.2,83.3,No,26707.9,98.3,72.6,250.5,959,4328.8
8/30/15 2:31,2015,8,Sunday,Monsoon,32.5,Clear,28.2,20.9,43.8,Yes,12570.8,53.2,80.1,359.9,710.8,3770.4
8/31/15 2:31,2015,8,Monday,Monsoon,26,Rainy,78.4,25.3,144.2,No,15348.6,20.2,78.5,268.3,182.7,3858.9
9/1/15 2:31,2015,9,Tuesday,Monsoon,29.1,Clear,51,23.1,126.3,No,23619.9,44.4,71.3,208.9,773,3870.7
9/2/15 2:31,2015,9,Wednesday,Monsoon,43,Cloudy,82.8,10.4,19.9,No,29638,98,77,331.9,438.8,5668
9/3/15 2:31,2015,9,Thursday,Monsoon,23.5,Cloudy,59.4,36.4,185.1,Yes,25942.8,37,66.3,396.4,929.4,2617.6
9/4/15 2:31,2015,9,Friday,Monsoon,43.6,Cloudy,34.5,0.8,111.7,No,25546.4,95.7,76.4,336.2,357.7,4951.4
9/5/15 2:31,2015,9,Saturday,Monsoon,41.7,Clear,78.8,13.9,50,No,16853.3,79.7,84,422,525.9,5343.6
9/6/15 2:31,2015,9,Sunday,Monsoon,16.9,Cloudy,40.2,28.8,41.3,No,23226.9,44.2,82.8,129.4,771.9,3462.9
9/7/15 2:31,2015,9,Monday,Monsoon,12.4,Clear,59.3,30.7,27.2,No,12261.8,54.2,70.7,218.2,331.8,3464.5
9/8/15 2:31,2015,9,Tuesday,Monsoon,13.5,Rainy,26,16.6,84.9,No,29845.3,60.7,63.4,190.7,263.6,3179.3
9/9/15 2:31,2015,9,Wednesday,Monsoon,10.6,Cloudy,69.4,0.7,27.1,No,19611.7,66.6,84,137.4,102.4,4077.1
9/10/15 2:31,2015,9,Thursday,Monsoon,13.3,Cloudy,73.3,24.7,83.2,No,22776.2,7.7,68,249.4,539.2,3487.7
9/11/15 2:31,2015,9,Friday,Monsoon,33.9,Cloudy,50.3,2.5,29.8,No,27523.4,93.4,61.6,476.5,935.8,4999
9/12/15 2:31,2015,9,Saturday,Monsoon,12.5,Rainy,96.4,4.3,131.4,No,10019.3,59.7,73.4,292.1,353.3,3845
9/13/15 2:31,2015,9,Sunday,Monsoon,21.2,Cloudy,89.9,26,157,Yes,29519.6,93.1,82.2,178.9,139,3152.1
9/14/15 2:31,2015,9,Monday,Monsoon,39.6,Clear,76.6,12.5,109.9,No,17183.2,63.2,84.3,209.3,658.4,4945.4
9/15/15 2:31,2015,9,Tuesday,Monsoon,10.8,Clear,77.1,13.9,136,No,16791.8,43.1,89.5,325.9,150.6,3353.2
9/16/15 2:31,2015,9,Wednesday,Monsoon,38.5,Cloudy,40.2,19.5,187.7,No,12901.3,56.7,65.7,208.7,556.2,3999.4
9/17/15 2:31,2015,9,Thursday,Monsoon,19.9,Cloudy,72.5,39.1,127.7,No,27163.7,83,68.8,292.3,443.4,3297.5
9/18/15 2:31,2015,9,Friday,Monsoon,14.1,Rainy,35.9,38.6,72.8,No,27416.8,32.6,78.3,173.4,527.9,2928.8
